Unnamed: 0,uid,iid,ts
58864,10209,2677,1628913600.0
58865,12438,3103,1628913600.0
58866,14419,4629,1628913600.0
58867,11328,1451,1628913600.0
58868,1463,3065,1628913600.0
58869,2772,5619,1628913600.0
58870,14836,400,1628913600.0
58871,6084,1487,1628913600.0
58872,11449,5201,1628913600.0
58873,1810,5305,1628913600.0
58874,741,5208,1628913600.0
58875,12476,3896,1628913600.0
58876,3195,6346,1628913600.0
58877,2174,3207,1628913600.0
58878,4745,3874,1628913600.0
58879,13451,2797,1628913600.0
58880,9275,867,1628913600.0
58881,6436,1796,1628913600.0
58882,2096,3164,1628913600.0
58883,1870,5482,1628913600.0
58884,1580,4888,1628913600.0
58885,571,3485,1628913600.0
58886,8916,4047,1628913600.0
58887,6414,5447,1628913600.0
58888,7366,1102,1628913600.0
58889,9868,2852,1628913600.0
58890,3878,4403,1628913600.0
58891,770,5679,1628913600.0
58892,9014,3164,1628913600.0
58893,11955,4715,1628913600.0
58894,1815,6335,1628913600.0
58895,11011,1789,1628913600.0
58896,4913,4215,1628913600.0
58897,9090,6192,1628913600.0
58898,12516,1390,1628913600.0
58899,8194,6118,1628913600.0
58900,14361,3153,1628913600.0
58901,12713,3335,1628913600.0
58902,9082,1450,1628913600.0
58903,13580,5907,1628913600.0
58904,4193,3164,1628913600.0
58905,10657,1693,1628913600.0
58906,13838,2708,1628913600.0
58907,3303,3164,1628913600.0
58908,7148,1605,1628913600.0
58909,15208,6270,1628913600.0
58910,4170,5071,1628913600.0
58911,11619,1422,1628913600.0
58912,15309,3540,1628913600.0
58913,13013,5854,1628913600.0
58914,2183,1378,1628913600.0
58915,6100,6340,1628913600.0
58916,6515,5563,1628913600.0
58917,13211,3548,1628913600.0
58918,15228,2257,1628913600.0
58919,6483,5241,1628913600.0
58920,9681,5782,1628913600.0
58921,3338,3911,1628913600.0
58922,5257,5051,1628913600.0
58923,13411,3060,1628913600.0
58924,6372,1495,1628913600.0
58925,14501,2637,1628913600.0
58926,6573,4378,1629000000.0
58927,7037,3689,1629000000.0
58928,6370,4802,1629000000.0
58929,568,3497,1629000000.0
58930,890,2217,1629000000.0
58931,5701,1450,1629000000.0
58932,12226,2944,1629000000.0
58933,2977,6122,1629000000.0
58934,7728,3158,1629000000.0
58935,3873,1888,1629000000.0
58936,12472,2177,1629000000.0
58937,13808,5985,1629000000.0
58938,4416,5690,1629000000.0
58939,14811,2589,1629000000.0
58940,11853,2716,1629000000.0
58941,13537,2582,1629000000.0
58942,10601,2446,1629000000.0
58943,12006,2082,1629000000.0
58944,14410,4639,1629000000.0
58945,11995,5700,1629000000.0
58946,3715,6351,1629000000.0
58947,4400,5964,1629000000.0
58948,11990,6337,1629000000.0
58949,441,5243,1629000000.0
58950,5248,3703,1629000000.0
58951,12326,1537,1629000000.0
58952,3786,4856,1629000000.0
58953,15011,6203,1629000000.0
58954,9197,5045,1629000000.0
58955,11157,3373,1629000000.0
58956,7791,2217,1629000000.0
58957,12498,5018,1629000000.0
58958,10251,5132,1629000000.0
58959,7202,5825,1629000000.0
58960,1857,2194,1629000000.0
58961,10077,6259,1629000000.0
58962,6861,6335,1629000000.0
58963,10175,3594,1629000000.0
58964,10582,1673,1629000000.0
58965,4957,2204,1629000000.0
58966,12821,6038,1629000000.0
58967,5823,2852,1629000000.0
58968,215,6137,1629000000.0
58969,5034,6062,1629000000.0
58970,10778,2011,1629000000.0
58971,2363,4092,1629000000.0
58972,471,5907,1629000000.0
58973,14976,6114,1629000000.0
58974,57,5356,1629000000.0
58975,1869,4306,1629000000.0
58976,4016,5675,1629000000.0
58977,10192,4275,1629000000.0
58978,8957,3551,1629000000.0
58979,3951,4979,1629000000.0
58980,10741,4323,1629000000.0
58981,13200,6249,1629000000.0
58982,3612,1430,1629000000.0
58983,8076,2839,1629000000.0
58984,1653,6268,1629000000.0
58985,5711,4405,1629000000.0
58986,11518,1375,1629000000.0
58987,4202,4559,1629000000.0
58988,13323,5757,1629000000.0
58989,3772,6062,1629000000.0
58990,9836,4812,1629000000.0
58991,13642,4174,1629000000.0
58992,12689,1491,1629000000.0
58993,15199,6141,1629000000.0
58994,7338,4994,1629000000.0
58995,12683,2656,1629000000.0
58996,11711,4397,1629000000.0
58997,13426,6194,1629000000.0
58998,8643,5020,1629000000.0
58999,10194,2664,1629000000.0
59000,5987,2613,1629000000.0
59001,2331,5498,1629000000.0
59002,5868,6322,1629000000.0
59003,14785,5505,1629000000.0
59004,14685,1577,1629000000.0
59005,15017,1480,1629000000.0
59006,12918,4656,1629000000.0
59007,385,897,1629000000.0
59008,3942,2968,1629000000.0
59009,9546,2839,1629000000.0
59010,14294,5576,1629000000.0
59011,1060,2336,1629000000.0
59012,8269,5149,1629000000.0
59013,5710,3061,1629000000.0
59014,1007,4755,1629086400.0
59015,2973,6315,1629086400.0
59016,2868,639,1629086400.0
59017,10597,3722,1629086400.0
59018,11958,4807,1629086400.0
59019,3334,5026,1629086400.0
59020,5629,3714,1629086400.0
59021,603,6354,1629086400.0
59022,8884,5905,1629086400.0
59023,6797,1617,1629086400.0
59024,4869,3532,1629086400.0
59025,8684,5809,1629086400.0
59026,14893,6141,1629086400.0
59027,6139,4241,1629086400.0
59028,7759,6319,1629086400.0
59029,5998,1694,1629086400.0
59030,14027,2816,1629086400.0
59031,14372,3855,1629086400.0
59032,14329,3164,1629086400.0
59033,10171,5534,1629086400.0
59034,11394,6194,1629086400.0
59035,5610,2724,1629086400.0
59036,11416,4608,1629086400.0
59037,14199,1648,1629086400.0
59038,7507,3692,1629086400.0
59039,1714,4621,1629086400.0
59040,11700,4832,1629086400.0
59041,12907,6356,1629086400.0
59042,12320,5981,1629086400.0
59043,8376,4638,1629086400.0
59044,2101,5994,1629086400.0
59045,3210,6197,1629086400.0
59046,9342,1498,1629086400.0
59047,231,6267,1629086400.0
59048,15305,6355,1629086400.0
59049,13627,5452,1629086400.0
59050,1848,3367,1629086400.0
59051,10388,2443,1629086400.0
59052,14025,3027,1629086400.0
59053,2460,5079,1629086400.0
59054,10791,4227,1629086400.0
59055,10103,5067,1629086400.0
59056,3418,2047,1629086400.0
59057,2941,3480,1629086400.0
59058,1737,2084,1629086400.0
59059,11558,3549,1629086400.0
59060,14455,4280,1629086400.0
59061,651,2012,1629086400.0
59062,11384,4861,1629086400.0
59063,5614,5759,1629086400.0
59064,11999,4532,1629086400.0
59065,536,2390,1629086400.0
59066,14910,5428,1629086400.0
59067,13418,3254,1629086400.0
59068,10815,2261,1629086400.0
59069,1117,3189,1629086400.0
59070,11903,2171,1629086400.0
59071,3734,2953,1629086400.0
59072,11058,5817,1629086400.0
59073,10012,5354,1629086400.0
59074,13943,6109,1629086400.0
59075,10776,5547,1629086400.0
59076,11515,1524,1629086400.0
59077,8697,1413,1629086400.0
59078,10078,6137,1629086400.0
59079,6299,3537,1629086400.0
59080,706,2850,1629086400.0
59081,15119,1832,1629086400.0
59082,11482,2639,1629086400.0
59083,1972,3207,1629086400.0
59084,6138,3778,1629086400.0
59085,8606,3913,1629086400.0
59086,1753,2276,1629086400.0
59087,14582,3689,1629086400.0
59088,8823,2222,1629086400.0
59089,15077,5581,1629086400.0
59090,12947,1598,1629086400.0
59091,15027,2626,1629086400.0
59092,439,957,1629086400.0
59093,2949,5982,1629086400.0
59094,13829,1784,1629086400.0
59095,3889,5649,1629086400.0
59096,6530,5626,1629086400.0
59097,6125,4758,1629086400.0
59098,14782,2024,1629086400.0
59099,13309,5982,1629086400.0
59100,8174,3678,1629086400.0
59101,12501,3305,1629086400.0
59102,7051,5587,1629086400.0
59103,6961,2181,1629086400.0
59104,5956,4713,1629086400.0
59105,7514,5971,1629086400.0
59106,13215,4539,1629086400.0
59107,15023,2362,1629172800.0
59108,7835,6269,1629172800.0
59109,2450,3085,1629172800.0
59110,1957,4240,1629172800.0
59111,14524,5132,1629172800.0
59112,4871,1398,1629172800.0
59113,12979,4900,1629172800.0
59114,12324,1846,1629172800.0
59115,13007,4469,1629172800.0
59116,9425,4369,1629172800.0
59117,13856,1712,1629172800.0
59118,7916,2749,1629172800.0
59119,11366,6262,1629172800.0
59120,2932,4618,1629172800.0
59121,14621,4215,1629172800.0
59122,3280,2727,1629172800.0
59123,10791,2074,1629172800.0
59124,6074,2768,1629172800.0
59125,6112,2880,1629172800.0
59126,10411,1434,1629172800.0
59127,13488,2383,1629172800.0
59128,15052,4998,1629172800.0
59129,14142,3934,1629172800.0
59130,3885,6324,1629172800.0
59131,8490,4352,1629172800.0
59132,609,2889,1629172800.0
59133,8300,3857,1629172800.0
59134,5061,5342,1629172800.0
59135,4855,1473,1629172800.0
59136,3753,5581,1629172800.0
59137,7020,2026,1629172800.0
59138,5757,6262,1629172800.0
59139,2170,4680,1629172800.0
59140,14356,3532,1629172800.0
59141,10150,6062,1629172800.0
59142,4001,2852,1629172800.0
59143,274,2431,1629172800.0
59144,8054,3594,1629172800.0
59145,6091,3522,1629172800.0
59146,3850,2055,1629172800.0
59147,9350,2768,1629172800.0
59148,12591,5365,1629172800.0
59149,12971,3682,1629172800.0
59150,6210,5615,1629172800.0
59151,5856,3910,1629172800.0
59152,5811,2306,1629172800.0
59153,15289,2873,1629172800.0
59154,3725,1985,1629172800.0
59155,9999,4045,1629172800.0
59156,13466,4850,1629172800.0
59157,1271,4303,1629172800.0
59158,11224,6304,1629172800.0
59159,1383,6147,1629172800.0
59160,14641,5194,1629172800.0
59161,9612,3579,1629172800.0
59162,11285,6335,1629172800.0
59163,14097,3341,1629172800.0
59164,9728,2289,1629172800.0
59165,9102,5045,1629172800.0
59166,6085,5012,1629172800.0
59167,5834,4312,1629172800.0
59168,11674,2092,1629172800.0
59169,14103,6360,1629172800.0
59170,8532,4681,1629172800.0
59171,863,2708,1629172800.0
59172,6831,5922,1629172800.0
59173,11466,4602,1629172800.0
59174,5923,5245,1629172800.0
59175,15179,6282,1629172800.0
59176,15195,6332,1629172800.0
59177,8097,2907,1629172800.0
59178,15164,2924,1629172800.0
59179,1928,2379,1629172800.0
59180,909,5627,1629172800.0
59181,2947,4721,1629172800.0
59182,8742,2787,1629172800.0
59183,10223,6255,1629172800.0
59184,13553,3966,1629172800.0
59185,13638,1344,1629172800.0
59186,14623,1530,1629172800.0
59187,10932,3529,1629172800.0
59188,4808,2903,1629172800.0
59189,3334,2593,1629172800.0
59190,4567,4215,1629259200.0
59191,12830,3363,1629259200.0
59192,11033,5469,1629259200.0
59193,5358,2656,1629259200.0
59194,4562,4817,1629259200.0
59195,8244,1742,1629259200.0
59196,321,5740,1629259200.0
59197,248,3376,1629259200.0
59198,12166,1993,1629259200.0
59199,586,3318,1629259200.0
59200,4225,3523,1629259200.0
59201,11938,5294,1629259200.0
59202,9935,1367,1629259200.0
59203,1598,3567,1629259200.0
59204,9313,6301,1629259200.0
59205,12720,6042,1629259200.0
59206,12903,3951,1629259200.0
59207,6656,4403,1629259200.0
59208,9535,5157,1629259200.0
59209,15065,3180,1629259200.0
59210,12595,6362,1629259200.0
59211,12180,5803,1629259200.0
59212,4026,6148,1629259200.0
59213,7709,3295,1629259200.0
59214,14550,2894,1629259200.0
59215,6747,4003,1629259200.0
59216,15182,5370,1629259200.0
59217,3587,2212,1629259200.0
59218,4462,3533,1629259200.0
59219,1203,2204,1629259200.0
59220,15095,3133,1629259200.0
59221,2912,5208,1629259200.0
59222,3326,3395,1629259200.0
59223,14064,6313,1629259200.0
59224,11166,3299,1629259200.0
59225,9657,3817,1629259200.0
59226,9662,2792,1629259200.0
59227,1693,5381,1629259200.0
59228,7830,6262,1629259200.0
59229,12474,2745,1629259200.0
59230,13193,2820,1629259200.0
59231,9583,3229,1629259200.0
59232,5326,2210,1629259200.0
59233,863,2981,1629259200.0
59234,205,4532,1629259200.0
59235,7313,4928,1629259200.0
59236,8171,1517,1629259200.0
59237,4315,2714,1629259200.0
59238,13835,6016,1629259200.0
59239,11240,1722,1629259200.0
59240,3694,6197,1629259200.0
59241,3267,2718,1629259200.0
59242,1501,5370,1629259200.0
59243,2808,5404,1629259200.0
59244,4844,5519,1629259200.0
59245,9296,3529,1629259200.0
59246,4110,5068,1629259200.0
59247,8581,6330,1629259200.0
59248,4582,3182,1629259200.0
59249,13043,2204,1629259200.0
59250,7873,3399,1629259200.0
59251,12199,5622,1629259200.0
59252,3617,5293,1629259200.0
59253,8353,6117,1629259200.0
59254,10461,2179,1629259200.0
59255,1421,3292,1629259200.0
59256,15071,1868,1629259200.0
59257,3048,4313,1629259200.0
59258,2590,3200,1629259200.0
59259,13474,2336,1629259200.0
59260,7650,3448,1629259200.0
59261,11090,5983,1629259200.0
59262,11962,5914,1629259200.0
59263,14155,3284,1629259200.0
59264,13239,1861,1629259200.0
59265,9192,1554,1629259200.0
59266,10449,6273,1629259200.0
59267,14555,5063,1629259200.0
59268,15297,4576,1629259200.0
59269,10100,2797,1629259200.0
59270,7674,4156,1629259200.0
59271,7236,4356,1629259200.0
59272,7759,2872,1629259200.0
59273,1056,5182,1629259200.0
59274,14690,2917,1629259200.0
59275,7534,6360,1629259200.0
59276,6149,1705,1629259200.0
59277,15138,3510,1629345600.0
59278,6261,3695,1629345600.0
59279,12884,1554,1629345600.0
59280,6289,3983,1629345600.0
59281,12197,3498,1629345600.0
59282,4464,2199,1629345600.0
59283,1066,693,1629345600.0
59284,13366,5030,1629345600.0
59285,9715,3693,1629345600.0
59286,25,2996,1629345600.0
59287,12420,5134,1629345600.0
59288,1955,41,1629345600.0
59289,11646,5935,1629345600.0
59290,14915,4931,1629345600.0
59291,12915,1428,1629345600.0
59292,5519,4533,1629345600.0
59293,6490,6177,1629345600.0
59294,13941,4773,1629345600.0
59295,382,271,1629345600.0
59296,1418,3085,1629345600.0
59297,7853,5167,1629345600.0
59298,3499,2361,1629345600.0
59299,4939,5063,1629345600.0
59300,15209,6369,1629345600.0
59301,8769,4911,1629345600.0
59302,8235,3719,1629345600.0
59303,14307,5985,1629345600.0
59304,7630,5709,1629345600.0
59305,8333,6032,1629345600.0
59306,10200,827,1629345600.0
59307,9964,2150,1629345600.0
59308,4796,4405,1629345600.0
59309,4497,4674,1629345600.0
59310,9495,5157,1629345600.0
59311,4944,3763,1629345600.0
59312,3241,6360,1629345600.0
59313,7065,877,1629345600.0
59314,8645,6358,1629345600.0
59315,469,3304,1629345600.0
59316,9579,1820,1629345600.0
59317,6959,3201,1629345600.0
59318,7988,5193,1629345600.0
59319,10692,5944,1629345600.0
59320,5940,4723,1629345600.0
59321,6917,4534,1629345600.0
59322,4895,6148,1629345600.0
59323,5205,2113,1629345600.0
59324,2347,1803,1629345600.0
59325,15240,3710,1629345600.0
59326,8021,5098,1629345600.0
59327,5587,6371,1629345600.0
59328,3104,5581,1629345600.0
59329,3038,2527,1629345600.0
59330,4795,2508,1629345600.0
59331,4243,3824,1629345600.0
59332,441,1645,1629345600.0
59333,5648,3371,1629345600.0
59334,14432,3699,1629345600.0
59335,12302,2673,1629345600.0
59336,5897,3206,1629345600.0
59337,9494,5581,1629345600.0
59338,7889,5583,1629345600.0
59339,4375,5699,1629345600.0
59340,1279,3914,1629345600.0
59341,14069,6309,1629345600.0
59342,14025,5262,1629345600.0
59343,2091,6096,1629345600.0
59344,6660,5839,1629345600.0
59345,2793,5642,1629345600.0
59346,11366,5217,1629345600.0
59347,1706,2689,1629345600.0
59348,3546,3655,1629345600.0
59349,10055,2133,1629345600.0
59350,11114,3263,1629345600.0
59351,14566,3637,1629345600.0
59352,3023,4211,1629345600.0
59353,326,2257,1629345600.0
59354,4201,1979,1629345600.0
59355,12520,3366,1629345600.0
59356,1346,2361,1629345600.0
59357,6489,3893,1629345600.0
59358,14827,1249,1629345600.0
59359,8841,5471,1629345600.0
59360,2049,1534,1629345600.0
59361,9020,4851,1629345600.0
59362,2460,2710,1629345600.0
59363,5711,3074,1629345600.0
59364,6628,2151,1629345600.0
59365,8566,3580,1629345600.0
59366,9540,1539,1629345600.0
59367,7475,4877,1629345600.0
59368,3655,2065,1629432000.0
59369,2801,1500,1629432000.0
59370,6453,5653,1629432000.0
59371,375,4544,1629432000.0
59372,2789,3449,1629432000.0
59373,4719,1523,1629432000.0
59374,3979,2691,1629432000.0
59375,12650,6080,1629432000.0
59376,5195,1862,1629432000.0
59377,3018,2174,1629432000.0
59378,15145,3459,1629432000.0
59379,10538,1771,1629432000.0
59380,14754,5765,1629432000.0
59381,3558,5010,1629432000.0
59382,8089,6203,1629432000.0
59383,13499,1351,1629432000.0
59384,9702,2098,1629432000.0
59385,1578,4832,1629432000.0
59386,3651,6065,1629432000.0
59387,9773,4241,1629432000.0
59388,2602,6371,1629432000.0
59389,4998,6072,1629432000.0
59390,10943,2830,1629432000.0
59391,12056,4284,1629432000.0
59392,13901,2560,1629432000.0
59393,12687,5045,1629432000.0
59394,5217,3460,1629432000.0
59395,7161,1647,1629432000.0
59396,8206,4860,1629432000.0
59397,12832,5547,1629432000.0
59398,12759,4780,1629432000.0
59399,3013,1493,1629432000.0
59400,5322,5716,1629432000.0
59401,8478,93,1629432000.0
59402,11122,3843,1629432000.0
59403,11969,6292,1629432000.0
59404,6367,3702,1629432000.0
59405,13782,5195,1629432000.0
59406,4859,3085,1629432000.0
59407,7536,2086,1629432000.0
59408,11200,5307,1629432000.0
59409,3455,3097,1629432000.0
59410,11890,4369,1629432000.0
59411,2540,3255,1629432000.0
59412,4099,3927,1629432000.0
59413,14175,3699,1629432000.0
59414,12847,2220,1629432000.0
59415,9233,1780,1629432000.0
59416,14808,2072,1629432000.0
59417,8023,4316,1629432000.0
59418,14306,5571,1629432000.0
59419,5319,3085,1629432000.0
59420,3815,1789,1629432000.0
59421,5930,1478,1629432000.0
59422,14046,5126,1629432000.0
59423,12588,1344,1629432000.0
59424,14934,5695,1629432000.0
59425,13967,4039,1629432000.0
59426,13787,4405,1629432000.0
59427,3717,3371,1629432000.0
59428,12220,6109,1629432000.0
59429,6560,4721,1629432000.0
59430,2615,1951,1629432000.0
59431,6967,1050,1629432000.0
59432,2202,2136,1629432000.0
59433,2104,3692,1629432000.0
59434,6340,5098,1629432000.0
59435,1261,3471,1629432000.0
59436,2896,2582,1629432000.0
59437,9666,2688,1629432000.0
59438,819,6371,1629432000.0
59439,14798,5687,1629432000.0
59440,13234,2161,1629432000.0
59441,12403,6345,1629432000.0
59442,1919,5243,1629432000.0
59443,10949,5124,1629432000.0
59444,2509,3186,1629432000.0
59445,3658,2718,1629432000.0
59446,4465,4431,1629432000.0
59447,12231,2560,1629432000.0
59448,6331,6181,1629432000.0
59449,15228,1995,1629432000.0
59450,7368,5782,1629432000.0
59451,6312,6268,1629432000.0
59452,4724,5934,1629432000.0
59453,10965,2337,1629432000.0
59454,10706,2572,1629432000.0
59455,7629,3453,1629432000.0
59456,13255,3235,1629432000.0
59457,7130,6319,1629432000.0
59458,13444,3185,1629432000.0
59459,14185,2179,1629432000.0
59460,4269,3024,1629432000.0
59461,2003,4027,1629432000.0
59462,6637,6076,1629432000.0
59463,13793,2731,1629432000.0
59464,4744,2329,1629518400.0
59465,8824,5381,1629518400.0
59466,3909,4769,1629518400.0
59467,6100,957,1629518400.0
59468,2423,5027,1629518400.0
59469,12916,1026,1629518400.0
59470,10177,2660,1629518400.0
59471,14967,2647,1629518400.0
59472,5607,2084,1629518400.0
59473,13747,4554,1629518400.0
59474,5851,4356,1629518400.0
59475,11623,4472,1629518400.0
59476,11558,6374,1629518400.0
59477,618,4151,1629518400.0
59478,7247,5093,1629518400.0
59479,882,4726,1629518400.0
59480,14159,2787,1629518400.0
59481,6243,1694,1629518400.0
59482,13918,5278,1629518400.0
59483,4660,4705,1629518400.0
59484,6363,1182,1629518400.0
59485,14329,6231,1629518400.0
59486,204,2029,1629518400.0
59487,981,1600,1629518400.0
59488,13570,5285,1629518400.0
59489,10117,4638,1629518400.0
59490,7795,1342,1629518400.0
59491,6733,6190,1629518400.0
59492,4270,5356,1629518400.0
59493,13869,2600,1629518400.0
59494,7570,1871,1629518400.0
59495,7577,4667,1629518400.0
59496,2824,1374,1629518400.0
59497,9334,2510,1629518400.0
59498,13568,6376,1629518400.0
59499,5284,2026,1629518400.0
59500,10870,5217,1629518400.0
59501,1030,6360,1629518400.0
59502,3086,2773,1629518400.0
59503,7241,3677,1629518400.0
59504,5865,1668,1629518400.0
59505,5232,1213,1629518400.0
59506,1090,2117,1629518400.0
59507,11479,5260,1629518400.0
59508,1850,2082,1629518400.0
59509,12188,6267,1629518400.0
59510,9347,5442,1629518400.0
59511,12496,6345,1629518400.0
59512,6011,3513,1629518400.0
59513,3704,2011,1629518400.0
59514,6884,5874,1629518400.0
59515,9587,6190,1629518400.0
59516,7906,2443,1629518400.0
59517,8821,2716,1629518400.0
59518,12725,5265,1629518400.0
59519,10737,4830,1629518400.0
59520,13089,3517,1629518400.0
59521,1046,3210,1629518400.0
59522,7334,2850,1629518400.0
59523,2180,4948,1629518400.0
59524,14025,3240,1629518400.0
59525,4539,5556,1629518400.0
59526,2707,2494,1629518400.0
59527,7884,2477,1629518400.0
59528,6403,3342,1629518400.0
59529,7849,2165,1629518400.0
59530,11759,6320,1629518400.0
59531,438,6192,1629518400.0
59532,1975,1624,1629518400.0
59533,15069,1478,1629518400.0
59534,2081,1420,1629518400.0
59535,14544,5319,1629518400.0
59536,9625,4302,1629518400.0
59537,1283,1617,1629518400.0
59538,10929,6014,1629518400.0
59539,1721,5400,1629518400.0
59540,14506,5390,1629518400.0
59541,14789,5245,1629518400.0
59542,1353,2182,1629518400.0
59543,3693,5217,1629518400.0
59544,9563,3816,1629518400.0
59545,8712,2888,1629518400.0
59546,13868,6170,1629518400.0
59547,12273,5496,1629518400.0
59548,9053,3403,1629604800.0
59549,3544,1782,1629604800.0
59550,4031,1116,1629604800.0
59551,2229,6354,1629604800.0
59552,3362,4716,1629604800.0
59553,7275,3039,1629604800.0
59554,14525,2837,1629604800.0
59555,3799,5467,1629604800.0
59556,6390,2050,1629604800.0
59557,10064,1438,1629604800.0
59558,13254,4881,1629604800.0
59559,3597,5479,1629604800.0
59560,12147,6377,1629604800.0
59561,5093,2956,1629604800.0
59562,5386,4928,1629604800.0
59563,12680,4149,1629604800.0
59564,11739,3042,1629604800.0
59565,5383,1998,1629604800.0
59566,9411,3118,1629604800.0
59567,6281,2354,1629604800.0
59568,10275,5876,1629604800.0
59569,5900,4536,1629604800.0
59570,8299,3217,1629604800.0
59571,9710,5213,1629604800.0
59572,5123,970,1629604800.0
59573,7996,2593,1629604800.0
59574,13843,4940,1629604800.0
59575,4241,1513,1629604800.0
59576,1633,1415,1629604800.0
59577,6081,2076,1629604800.0
59578,9948,5854,1629604800.0
59579,11668,3207,1629604800.0
59580,756,3292,1629604800.0
59581,15292,5971,1629604800.0
59582,5005,5467,1629604800.0
59583,11634,972,1629604800.0
59584,8144,1060,1629604800.0
59585,10782,2397,1629604800.0
59586,9312,1505,1629604800.0
59587,11925,149,1629604800.0
59588,4020,5446,1629604800.0
59589,823,2135,1629604800.0
59590,14181,1189,1629604800.0
59591,13386,2978,1629604800.0
59592,5199,1792,1629604800.0
59593,6889,1544,1629604800.0
59594,8944,5832,1629604800.0
59595,13252,876,1629604800.0
59596,12028,3085,1629604800.0
59597,7137,6360,1629604800.0
59598,9406,3844,1629604800.0
59599,14840,2534,1629604800.0
59600,1513,2496,1629604800.0
59601,5395,3049,1629604800.0
59602,5380,4631,1629604800.0
59603,14224,1413,1629604800.0
59604,12534,5688,1629604800.0
59605,14363,6230,1629604800.0
59606,5518,6254,1629604800.0
59607,8593,4228,1629604800.0
59608,8027,1342,1629604800.0
59609,9446,2019,1629604800.0
59610,12884,6254,1629604800.0
59611,949,2581,1629604800.0
59612,3836,5593,1629604800.0
59613,5778,1465,1629604800.0
59614,7315,3649,1629604800.0
59615,15210,4258,1629604800.0
59616,10797,3843,1629604800.0
59617,6385,2244,1629604800.0
59618,12454,2897,1629604800.0
59619,4130,4752,1629604800.0
59620,6398,3513,1629604800.0
59621,2157,660,1629604800.0
59622,1211,1758,1629604800.0
59623,12701,4637,1629604800.0
59624,9072,6371,1629604800.0
59625,1685,4116,1629604800.0
59626,13303,6379,1629604800.0
59627,3028,3846,1629604800.0
59628,13441,1345,1629604800.0
59629,8559,5730,1629604800.0
59630,9525,2151,1629604800.0
59631,2122,4681,1629604800.0
59632,2928,1544,1629604800.0
59633,13350,2007,1629604800.0
59634,15090,3104,1629604800.0
59635,821,4055,1629604800.0
59636,187,3824,1629691200.0
59637,1671,2885,1629691200.0
59638,4986,4418,1629691200.0
59639,5579,1458,1629691200.0
59640,2898,3368,1629691200.0
59641,2129,3487,1629691200.0
59642,1564,4106,1629691200.0
59643,12306,1343,1629691200.0
59644,8402,5740,1629691200.0
59645,15000,1638,1629691200.0
59646,10871,2177,1629691200.0
59647,15022,2850,1629691200.0
59648,14728,1671,1629691200.0
59649,13849,5586,1629691200.0
59650,9486,2001,1629691200.0
59651,10652,1930,1629691200.0
59652,5328,1515,1629691200.0
59653,10913,5563,1629691200.0
59654,14455,6283,1629691200.0
59655,4472,5979,1629691200.0
59656,6669,2930,1629691200.0
59657,5104,3975,1629691200.0
59658,8709,5496,1629691200.0
59659,1975,3551,1629691200.0
59660,1311,1217,1629691200.0
59661,2,5688,1629691200.0
59662,5090,5917,1629691200.0
59663,12145,4978,1629691200.0
59664,8114,2843,1629691200.0
59665,12160,2521,1629691200.0
59666,7357,5333,1629691200.0
59667,2284,3217,1629691200.0
59668,15017,4877,1629691200.0
59669,5216,1422,1629691200.0
59670,6930,6376,1629691200.0
59671,6724,2990,1629691200.0
59672,3112,2106,1629691200.0
59673,2673,2528,1629691200.0
59674,11039,2664,1629691200.0
59675,2264,3065,1629691200.0
59676,10917,4018,1629691200.0
59677,10528,4736,1629691200.0
59678,3507,2050,1629691200.0
59679,1673,6365,1629691200.0
59680,7276,3057,1629691200.0
59681,14566,3349,1629691200.0
59682,13078,3861,1629691200.0
59683,13432,6114,1629691200.0
59684,13507,2464,1629691200.0
59685,1386,1077,1629691200.0
59686,13449,3523,1629691200.0
59687,6524,3278,1629691200.0
59688,8882,2977,1629691200.0
59689,9267,6382,1629691200.0
59690,13796,6320,1629691200.0
59691,8817,3085,1629691200.0
59692,12624,2603,1629691200.0
59693,5128,6324,1629691200.0
59694,13963,2894,1629691200.0
59695,9551,1691,1629691200.0
59696,638,4356,1629691200.0
59697,10675,6238,1629691200.0
59698,11391,6335,1629691200.0
59699,12659,1447,1629691200.0
59700,9274,3693,1629691200.0
59701,84,1491,1629691200.0
59702,12099,2448,1629691200.0
59703,3008,529,1629691200.0
59704,2510,5049,1629691200.0
59705,11235,1168,1629691200.0
59706,7050,6382,1629691200.0
59707,14457,5487,1629691200.0
59708,13908,5880,1629691200.0
59709,3725,3506,1629691200.0
59710,13187,3283,1629691200.0
59711,13122,6297,1629691200.0
59712,4942,2500,1629691200.0
59713,1251,5278,1629691200.0
59714,183,5710,1629691200.0
59715,14358,3471,1629691200.0
59716,14790,2297,1629691200.0
59717,564,5167,1629691200.0
59718,1544,5630,1629777600.0
59719,6143,1792,1629777600.0
59720,9579,2090,1629777600.0
59721,9323,5167,1629777600.0
59722,8856,5563,1629777600.0
59723,1314,3426,1629777600.0
59724,11609,6203,1629777600.0
59725,14479,976,1629777600.0
59726,425,6360,1629777600.0
59727,13607,4771,1629777600.0
59728,11900,4873,1629777600.0
59729,5310,4157,1629777600.0
59730,7310,2641,1629777600.0
59731,6953,2363,1629777600.0
59732,2365,2210,1629777600.0
59733,11487,6383,1629777600.0
59734,13812,2775,1629777600.0
59735,12658,1788,1629777600.0
59736,13657,1324,1629777600.0
59737,7606,4318,1629777600.0
59738,14942,5911,1629777600.0
59739,13941,4474,1629777600.0
59740,6750,2376,1629777600.0
59741,3073,5825,1629777600.0
